iter	Logloss
208	0.3847562689
209	0.3843203454
210	0.3840474008
211	0.3838554459
212	0.3835453869
213	0.3832049528
214	0.3829844335
215	0.3826004406
216	0.3822681519
217	0.381877319
218	0.3815107208
219	0.381124333
220	0.3810223738
221	0.3807381944
222	0.3803440557
223	0.3800012725
224	0.3797375066
225	0.3795138285
226	0.3792103959
227	0.3790580788
228	0.3787495211
229	0.3785765599
230	0.3783533699
231	0.3781315451
232	0.3779354066
233	0.3775888697
234	0.3773160462
235	0.3772727741
236	0.3768918009
237	0.3767849957
238	0.3764756403
239	0.3764309433
240	0.3761311993
241	0.3760366331
242	0.3756821915
243	0.3754230194
244	0.3750467482
245	0.3749818685
246	0.3749178053
247	0.3746733905
248	0.3745906247
249	0.3742394073
250	0.3740070995
251	0.3736764102
252	0.373332049
253	0.3730536778
254	0.372802042
255	0.3725627357
256	0.3725129653
257	0.3721406089
258	0.3717774153
259	0.3714720612
260	0.3713155289
261	0.3710658162
262	0.3710297858
263	0.3709177442
264	0.3706349729
265	0.3705420255
266	0.3701785602
267	0.369843702
268	0.3697763177
269	0.3696714388
270	0.3693778406
271	0.3691694108
272	0.3688631923
273	0.3686243313
274	0.368364174
275	0.3681301321
276	0.3678046963
277	0.3675800268
278	0.3672640967
279	0.3670470399
280	0.366878129
281	0.366660643
282	0.3663383571
283	0.3661460711
284	0.3660650541
285	0.3658093238
286	0.3656458609
287	0.3654072696
288	0.3651745817
289	0.3648793191
290	0.3647077467
291	0.3645346583
292	0.3643072326
293	0.3642913198
294	0.364217095
295	0.3639996597
296	0.3637443689
297	0.3635611899
298	0.3632880274
299	0.3630258152
300	0.3628409459
301	0.3627529418
302	0.3624912217
303	0.3623284083
304	0.362164277
305	0.3621341809
306	0.3618484219
307	0.3616392713
308	0.361434472
309	0.3611976615
310	0.3610101694
311	0.3608440073
312	0.3607138892
313	0.3605825923
314	0.3604656624
315	0.3603030136
316	0.3599769682
317	0.3596966601
318	0.3595846852
319	0.3594892251
320	0.3593157854
321	0.3591718052
322	0.3590187404
323	0.3588724451
324	0.358691143
325	0.358447058
326	0.3581972256
327	0.3580992397
328	0.3579403593
329	0.3576320166
330	0.3575762567
331	0.3574705692
332	0.3574161983
333	0.3571267713
334	0.3569366739
335	0.3566268721
336	0.3564066035
337	0.3561016784
338	0.355951749
339	0.3558170935
340	0.3556424842
341	0.3554242554
342	0.3554168352
343	0.3552732931
344	0.3551330273
345	0.3548582213
346	0.3546501613
347	0.3543996773
348	0.3542738033
349	0.3540031064
350	0.3539045864
351	0.3537113493
352	0.3535524461
353	0.3534535618
354	0.3533183048
355	0.3530856284
356	0.3530367564
357	0.3528922901
358	0.3527574972
359	0.3526162806
360	0.3524933947
361	0.3523084709
362	0.3520980423
363	0.3517308684
364	0.3517243516
365	0.3516506829
366	0.3514257176
367	0.3513832436
368	0.3511302456
369	0.3509271843
370	0.3508525751
371	0.3505300609
372	0.3503365326
373	0.3501479795
374	0.3500014191
375	0.3498589258
376	0.3496610129
377	0.3496164201
378	0.3494892301
379	0.3493228489
380	0.3491940257
381	0.3491278104
382	0.3488774525
383	0.348708766
384	0.3485013667
385	0.348380102
386	0.3482891275
387	0.3481880779
388	0.3479409592
389	0.3478259008
390	0.3475686203
391	0.34748658
392	0.3473211592
393	0.3471511332
394	0.3470757002
395	0.3469428566
396	0.3468823777
397	0.3468501152
398	0.3467195143
399	0.3466532942
400	0.3465214383
401	0.3463744165
402	0.3462355939
403	0.346073238
404	0.345855889
405	0.3455361908
406	0.345378678
407	0.3451669099
408	0.3449788134
409	0.3448248028
410	0.3446065701
411	0.344519545
412	0.3442985452
413	0.3441819811
414	0.3439888655
415	0.3437968759
416	0.3436606684
417	0.3434957582
418	0.3432394388
419	0.3429757868
420	0.342949837
421	0.3428646198
422	0.3425657308
423	0.3424511046
424	0.3423550425
425	0.3422908102
426	0.3421669571
427	0.3420205728
428	0.3418439309
429	0.3416405347
430	0.3415112968
431	0.3413242068
432	0.341307446
433	0.3412049425
434	0.3409572336
435	0.3409185545
436	0.3407760969
437	0.340568311
438	0.3405347449
439	0.3404267828
440	0.3402966779
441	0.3402564569
442	0.3402471684
443	0.3400461068
444	0.339912198
445	0.3397256586
446	0.3393783033
447	0.3393506993
448	0.3392132331
449	0.3388834486
450	0.3387207306
451	0.3385115019
452	0.3384599086
453	0.3384199997
454	0.3383377559
455	0.3382693079
456	0.3381181139
457	0.3380438709
458	0.3380180261
459	0.3378925218
460	0.3377835886
461	0.3376453959
462	0.3374766675
463	0.3372386689
464	0.3371992165
465	0.3370924231
466	0.3369712811
467	0.3367587876
468	0.3367546173
469	0.336680711
470	0.3365658271
471	0.3364407777
472	0.3363126823
473	0.3361608884
474	0.3359981704
475	0.3359487466
476	0.3358325972
477	0.3357389381
478	0.3356912307
479	0.3356131321
480	0.335485232
481	0.3352984094
482	0.3352323067
483	0.3349530613
484	0.3348237419
485	0.3346273453
486	0.3346049647
487	0.3345014164
488	0.3343393292
489	0.3340700767
490	0.3339764746
491	0.3338861899
492	0.3337002483
493	0.3336503703
494	0.3334085614
495	0.3332278316
496	0.3332034378
497	0.3331776397
498	0.3330765147
499	0.332966468
500	0.3328696361
501	0.3328564796
502	0.3327338718
503	0.3325924328
504	0.3324737486
505	0.3321865627
506	0.3320279394
507	0.3319287751
508	0.3317900402
509	0.3317707651
510	0.3316791494
511	0.3315313425
512	0.3314834878
513	0.3313739489
514	0.3313633533
515	0.3312231569
516	0.331127326
517	0.3308914527
518	0.3307480747
519	0.330702733
520	0.3305767495
521	0.3303234366
522	0.3301759712
523	0.3301635147
524	0.3299546484
525	0.3298095266
526	0.3296911796
527	0.3296310066
528	0.3295459885
529	0.3294882594
530	0.3291774682
531	0.3289489788
532	0.3289051857
533	0.3288633073
534	0.3287062831
535	0.3285286138
536	0.3285038139
537	0.3284561498
538	0.3284072461
539	0.3284068499
540	0.3283352566
541	0.3282989922
542	0.3281484889
543	0.3281166917
544	0.3280213654
545	0.3279258243
546	0.3278088616
547	0.3276823898
548	0.3276716005
549	0.3276005296
550	0.327470293
551	0.3272982581
552	0.3271331739
553	0.3270296189
554	0.3269532878
555	0.3268506386
556	0.3267873087
557	0.3267273327
558	0.3265921835
559	0.3265334298
560	0.3265000202
561	0.3264059327
562	0.3262830671
563	0.3262814137
564	0.3262117928
565	0.3260816429
566	0.3259575613
567	0.3258693267
568	0.3257993429
569	0.3257314797
570	0.3256221863
571	0.3254423854
572	0.32532161
573	0.3252320293
574	0.3251648417
575	0.3250232935
576	0.3249911904
577	0.324902863
578	0.3247973452
579	0.3245758393
580	0.3244472933
581	0.3243092297
582	0.3240984621
583	0.3240357024
584	0.3237942176
585	0.3237417524
586	0.3236091397
587	0.3235777523
588	0.3235046053
589	0.3232750959
590	0.3232125741
591	0.3231764227
592	0.3231311882
593	0.3230982051
594	0.3230305075
595	0.3229046802
596	0.3228198794
597	0.3226321641
598	0.3224544405
599	0.3222328807
600	0.322221356
601	0.3219869382
602	0.3219633678
603	0.3218711268
604	0.3217695585
605	0.321643897
606	0.3214328478
607	0.3213413228
608	0.3213085821
609	0.3212048625
610	0.3211319303
611	0.3210975513
612	0.3210973245
613	0.321087944
614	0.3210439943
615	0.32095033
616	0.3208008976
617	0.3207556931
618	0.3207098115
619	0.3205994352
620	0.3203618908
621	0.3202580371
622	0.3200686178
623	0.3199917681
624	0.3199480702
625	0.3198789528
626	0.3197915157
627	0.3196752541
628	0.3196337328
629	0.3194502099
630	0.3194022872
631	0.3191296603
632	0.319042828
633	0.3189226944
634	0.3186849138
635	0.3186592436
636	0.3185796543
637	0.3184794334
638	0.3183752843
639	0.3182199995
640	0.3181129795
641	0.3179857742
642	0.3178630912
643	0.3176592225
644	0.317529473
645	0.3175131616
646	0.3174564079
647	0.3171628009
648	0.3170778747
649	0.3170630897
650	0.316949457
651	0.3168901513
652	0.3167792397
653	0.3165234309
654	0.3164163796
655	0.316306127
656	0.316281584
657	0.3161980201
658	0.3161596661
659	0.3161228258
660	0.3159521556
661	0.3158823817
662	0.3156835017
663	0.315494922
664	0.3153807896
665	0.3153458404
666	0.3152631804
667	0.3152134121
668	0.3150610079
669	0.3149174613
670	0.3148333043
671	0.314820102
672	0.3147229989
673	0.31461648
674	0.314606979
675	0.3144493199
676	0.3143026866
677	0.3141943967
678	0.3140305223
679	0.3140119297
680	0.3138999203
681	0.3138745557
682	0.3138073896
683	0.3137224375
684	0.3136615938
685	0.3136034346
686	0.3134888577
687	0.3133769657
688	0.3133103002
689	0.3131781664
690	0.3131140581
691	0.3130534092
692	0.3129910517
693	0.312953723
694	0.3127614301
695	0.3126251604
696	0.3126085327
697	0.3125577039
698	0.3124918877
699	0.3124497833
700	0.3123926047
701	0.3122840469
702	0.3122373093
703	0.312129526
704	0.3119413626
705	0.3117577146
706	0.3116698439
707	0.3116178549
708	0.3114308363
709	0.3113032966
710	0.3111654395
711	0.3110419251
712	0.3109960117
713	0.3109362301
714	0.3108591294
715	0.3108469095
716	0.3108269979
717	0.3104930353
718	0.3103658597
719	0.3102959113
720	0.3101837475
721	0.310178671
722	0.3101079641
723	0.3100039147
724	0.3098807935
725	0.3096928821
726	0.3095812082
727	0.3094833
728	0.3094547159
729	0.3093549442
730	0.3092794769
731	0.3091761664
732	0.3090218539
733	0.3089068966
734	0.3088539742
735	0.3088169724
736	0.3087217729
737	0.308644083
738	0.3086314738
739	0.3084781573
740	0.3084663387
741	0.3082920664
742	0.308221097
743	0.3080798865
744	0.3077519353
745	0.3076439531
746	0.3075705021
747	0.3074761602
748	0.3073734944
749	0.3072723541
750	0.3072373495
751	0.3071425246
752	0.3070929125
753	0.3069534652
754	0.3068859338
755	0.3067459021
756	0.3066468742
757	0.3064819519
758	0.3064141493
759	0.3063200965
760	0.3062463722
761	0.3061477351
762	0.3060462121
763	0.3059174433
764	0.305815329
765	0.3055542633
766	0.3055421622
767	0.3055140583
768	0.3054584822
769	0.3053095076
770	0.3051783671
771	0.305092001
772	0.3047301459
773	0.3046926321
774	0.3046240023
775	0.3044979279
776	0.3044700222
777	0.3043069361
778	0.3042302039
779	0.3041138343
780	0.304096037
781	0.3039926883
782	0.303867524
783	0.3038397098
784	0.3036980805
785	0.3036338291
786	0.3034861509
787	0.3032148274
788	0.3030865026
789	0.3029406494
790	0.3028532973
791	0.3027938939
792	0.3027362423
793	0.3027004092
794	0.3026335718
795	0.3025439223
796	0.3021857846
797	0.3020979317
798	0.3019138628
799	0.3016725381
800	0.3015815131
801	0.3014427581
802	0.3013259027
803	0.3012667252
804	0.3011251351
805	0.3009934634
806	0.3008965835
807	0.3007922392
808	0.3007239061
809	0.3006781182
810	0.300482023
811	0.3002780679
812	0.3002125473
813	0.3001170091
814	0.300009664
815	0.2999900867
816	0.2999106697
817	0.2998165512
818	0.2996767385
819	0.299622509
820	0.2994874033
821	0.2993444144
822	0.299131058
823	0.2990878573
824	0.2990257069
825	0.2989504753
826	0.2988822124
827	0.2988001512
828	0.2987840679
829	0.2986836342
830	0.2986243152
831	0.2985150799
832	0.2984373274
833	0.2983752227
834	0.2981921155
835	0.2980891816
836	0.2980777488
837	0.2980335814
838	0.2980009257
839	0.2978704908
840	0.2977280925
841	0.2976767216
842	0.2975638746
843	0.2975051947
844	0.2973175962
845	0.2969530432
846	0.2969229965
847	0.2968005125
848	0.2967715926
849	0.296753247
850	0.2966898739
851	0.2965227977
852	0.2963674544
853	0.2963574332
854	0.2963237015
855	0.2961798969
856	0.2960979878
857	0.2959000404
858	0.2957764063
859	0.2955446382
860	0.2954938783
861	0.2953423804
862	0.2952368258
863	0.2951795697
864	0.2951366004
865	0.2951187274
866	0.2949601365
867	0.2948934862
868	0.2948054712
869	0.2946120042
870	0.2945479759
871	0.2945431548
872	0.2944690323
873	0.2943652874
874	0.294241103
875	0.2941370112
876	0.2939630096
877	0.2937846778
878	0.2937318875
879	0.2935822895
880	0.2934642509
881	0.2934116595
882	0.2933001748
883	0.2932424416
884	0.2930999057
885	0.2930681563
886	0.2927713248
887	0.2926699884
888	0.2924718672
889	0.2923806792
890	0.292282843
891	0.2922443734
892	0.2922144692
893	0.2920384703
894	0.2919422803
895	0.2918988798
896	0.2917029573
897	0.291577148
898	0.2914486698
899	0.2913786063
900	0.29136355
901	0.2912435676
902	0.2911797817
903	0.2910906182
904	0.2908749802
905	0.2907586216
906	0.2906517712
907	0.2905571211
908	0.2904707355
909	0.2904488326
910	0.2902037341
911	0.2900713105
912	0.2900048201
913	0.289815754
914	0.2897609736
915	0.2896764176
916	0.2895745976
917	0.2895163137
918	0.2893120219
919	0.2891419504
920	0.289036516
921	0.2890018373
922	0.2889138979
923	0.2887538579
924	0.288672284
925	0.2884873884
926	0.2883139988
927	0.2882881693
928	0.2881686032
929	0.2879802701
930	0.2879039221
931	0.2876470531
932	0.2875989934
933	0.287441667
934	0.2873207588
935	0.2872370569
936	0.2870736377
937	0.286952573
938	0.2868096062
939	0.2867453685
940	0.2867077372
941	0.2865463653
942	0.2865120444
943	0.2864208693
944	0.2863614174
945	0.2861455288
946	0.2859383328
947	0.2858196302
948	0.2857927698
949	0.2855805811
950	0.2854259096
951	0.2854061836
952	0.2851987526
953	0.2849692613
954	0.2849606452
955	0.2849197948
956	0.2848587048
957	0.2847759679
958	0.284666943
959	0.2845793122
960	0.2845137815
961	0.2843455798
962	0.2842851441
963	0.2840532725
964	0.2839810142
965	0.2838958583
966	0.2838343526
967	0.2837149701
968	0.2835649857
969	0.2835171619
970	0.2834534568
971	0.2834076209
972	0.2833113677
973	0.2832700001
974	0.2831996309
975	0.2831306872
976	0.2830429929
977	0.2829659086
978	0.2828353836
979	0.2827663461
980	0.2827351813
981	0.2826796001
982	0.2826298014
983	0.2825717451
984	0.2824757873
985	0.2824049016
986	0.2823234222
987	0.2822602495
988	0.2821651754
989	0.2819460071
990	0.2817944731
991	0.2816724538
992	0.2815574485
993	0.28141503
994	0.2813885254
995	0.2812720341
996	0.2812472252
997	0.2812217952
998	0.2811436272
999	0.281128013
